"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State"
"431"," Neuberger Berman","  – New York, NY","Finance","3.3","$97k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"432"," Stash","  – New York, NY","Finance","5.0","$83k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"433"," PopHealthCare","  – Franklin, TN",NA,"3.7","$53k-$82k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TN"
"434"," Rocket Wagon","  – Chicago, IL","Business Services","4.4","$66k-$106k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"IL"
"435"," Sun Life Financial","  – Waterloo, SC","Insurance","3.6","$64k-$101k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"SC"
"436"," WideOrbit","  – Bellevue, WA","Information Technology","3.4","$115k-$162k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"438",NA," Los Angeles, CA","Media","3.5","$98k-$141k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"439"," Leidos","  – McLean, VA","Aerospace &amp; Defense","3.4","$74k-$111k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"440"," NCQA","  – Washington, DC","Health Care","3.6","$72k-$111k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"441"," justenough","  – Irvine, CA","Information Technology","3.8","$86k-$122k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"444"," Noblis","  – Washington, DC","Business Services","3.9","$66k-$100k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"445"," Medical Mutual of Ohio","  – Cleveland, OH","Insurance","3.4","$64k-$95k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"446"," Akamai","  – Santa Clara, CA","Information Technology","3.9","$114k-$161k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"447"," Liftoff","  – Palo Alto, CA","Business Services","4.8","$94k-$136k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"448"," Grindr","  – Los Angeles, CA","Information Technology","4.0","$95k-$148k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"449"," Clarity Insights","  – United States","Information Technology","3.6","$101k-$143k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"es"
"450"," The Judge Group, Inc.","  – Austin, TX","Business Services","3.5","NA",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"452"," AdTheorent","  – New York, NY","Information Technology","4.0","$71k-$115k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"453"," Amgen","  – South San Francisco, CA","Biotech &amp; Pharmaceuticals","3.7","$102k-$138k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"454"," H2O.ai","  – Boston, MA","Information Technology","2.9","$86k-$145k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"455"," Kforce","  – Saint Louis, MO","Business Services","3.2","NA",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"MO"
"456"," GE Renewable Energy","  – Schenectady, NY","Oil, Gas, Energy &amp; Utilities","3.7","$94k-$141k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"457"," Intent Media","  – New York, NY","Information Technology","4.7","$129k-$202k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"458"," Goldman Sachs","  – New York, NY","Finance","3.9","NA",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"459"," Katerra","  – Atlanta, GA","Manufacturing","4.3","$70k-$120k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA"
"461"," Valiantica","  – San Jose, CA","Consumer Services","3.6","$92k-$133k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"462"," Unified","  – New York, NY","Information Technology","4.4","$106k-$167k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"464"," a2z Development Center","  – Seattle, WA",NA,"3.0","$126k-$184k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"WA"
"465"," Showtime","  – New York, NY","Media","3.5","$96k-$151k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"467"," KPMG International","  – Santa Clara, CA","Accounting &amp; Legal","3.9","$167k-$245k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA"
"468"," Nissan","  – San Jose, CA","Manufacturing","3.3","$76k-$112k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CA"
"469"," Kinetix Technology","  – New York, NY","Information Technology","4.4","$60k-$77k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"470",NA," Troy, MI","Accounting &amp; Legal","3.1","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MI"
"472",NA," Los Angeles, CA","Information Technology","5.0","$86k-$135k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"473"," Milliman","  – Cambridge, MA","Business Services","3.6","$98k-$144k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"474"," CJ Affiliate","  – Santa Barbara, CA","Business Services","3.2","$78k-$120k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"CA"
"475"," Concur Technologies","  – Bellevue, WA","Information Technology","4.0","$110k-$155k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"476"," Veeva","  – Pleasanton, CA","Information Technology","3.8","$115k-$161k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"477"," Valve Corporation","  – Bellevue, WA","Media","3.6","$109k-$157k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"478"," Smith Hanley Associates","  – New York, NY","Business Services","4.2","NA",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"479",NA,"  – Louisville, KY","Information Technology","NA","$42k-$55k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"KY"
"482"," HP Inc.","  – Houston, TX","Information Technology","3.7","$48k-$63k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"483"," Cisco Systems","  – San Jose, CA","Information Technology","3.9","$90k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"484"," springML","  – Indianapolis, IN","Information Technology","5.0","$51k-$65k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IN"
"487"," TiVo","  – Durham, NC","Information Technology","3.4","$85k-$121k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NC"
"488"," Gwynnie Bee","  – San Francisco, CA","Retail","3.4","$106k-$156k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"CA"
"489"," Aetna","  – New York, NY","Insurance","3.3","$118k-$173k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"490"," Color Genomics","  – Burlingame, CA","Information Technology","5.0","$135k-$184k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"491"," Amazon","  – Seattle, WA",NA,"3.6","$86k-$113k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"WA"
"495"," 24 Seven Talent","  – Commerce, CA","Business Services","4.0","$68k-$102k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"496"," EXL Service","  – Jersey City, NJ","Business Services","3.1","$86k-$134k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ"
"497",NA," New York, NY","Information Technology","4.8","$74k-$115k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"498"," Epsilon","  – Woburn, MA","Business Services","3.2","$108k-$161k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"499"," Raytheon","  – Tucson, AZ","Aerospace &amp; Defense","3.6","NA",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"AZ"
"500"," Point72","  – New York, NY","Finance","4.2","$109k-$163k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"501"," Graham Capital Management, LP.","  – Rowayton, CT","Finance","3.1","$130k-$209k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"502"," Ellevest","  – New York, NY","Information Technology","4.8","$51k-$91k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"504",NA,NA,NA,"5.0","$45k-$59k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"505"," McKinsey & Company","  – New Jersey","Business Services","4.4","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ey"
"506"," STRATIM","  – San Francisco, CA","Transportation &amp; Logistics","4.5","$105k-$156k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"CA"
"507"," Reverb.com","  – Chicago, IL","Information Technology","4.8","$57k-$89k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"509"," HUB International","  – Chicago, IL","Insurance","3.3","$65k-$99k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"510"," University of Alabama in Huntsville","  – Huntsville, AL","Education","4.4","$146k-$225k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AL"
"511"," JiWire Inc.","  – Mountain View, CA","Information Technology","3.7","$78k-$118k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"512"," Consultants 2 Go","  – Washington, DC","Business Services","4.0","$80k-$127k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"DC"
"513"," Purdue University","  – West Lafayette, IN","Education","4.3","$50k-$83k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"IN"
"514"," Impact Radius","  – New York, NY","Business Services","3.9","$71k-$106k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"515"," AVL","  – Plymouth, MN","Manufacturing","3.9","$82k-$124k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MN"
"516"," Evans & Chambers Technology","  – Washington, DC",NA,"5.0","$82k-$126k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"517"," AgilOne","  – San Francisco, CA","Information Technology","4.0","$100k-$145k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"518"," Upstart","  – San Carlos, CA","Finance","4.6","$120k-$179k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"519"," DISYS","  – Quincy, MA","Information Technology","3.7","$106k-$157k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"521"," Pegasus Knowledge Solutions","  – Rolling Meadows, IL","Accounting &amp; Legal","3.6","NA",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"522"," Comprehensive Resources Inc","  – Brooklyn, NY","Business Services","5.0","$82k-$132k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"NY"
"523"," Grainger","  – Chicago, IL","Business Services","3.3","$92k-$138k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"524"," SaveSoft, Inc","  – Chicago, IL",NA,"5.0","$77k-$123k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"IL"
"525"," Peterson Technology Partners","  – Chicago, IL","Information Technology","3.7","NA",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"IL"
"526"," Blue State Digital","  – New York, NY","Business Services","3.8","$88k-$136k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"527"," Pyramid Consulting","  – Dallas, TX","Information Technology","3.9","NA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"528"," Zoomi Inc.","  – San Francisco, CA",NA,"4.7","$76k-$115k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"529"," Arimo, Inc.","  – Mountain View, CA","Information Technology","4.7","$99k-$141k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"530"," KeyW","  – Vienna, VA","Aerospace &amp; Defense","4.0","$98k-$144k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"531",NA," Illinois","Information Technology","4.5","$49k-$77k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"is"
"532"," Varian Medical Systems","  – Atlanta, GA","Manufacturing","3.7","$94k-$139k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA"
"533"," xAd","  – Mountain View, CA","Business Services","3.1","$112k-$159k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"534",NA," Washington, DC","Information Technology","NA","$79k-$126k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"535"," Averity","  – New York, NY","Business Services","5.0","NA",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"536"," Epitec","  – Dearborn, MI","Business Services","3.3","$57k-$88k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"MI"
"538"," Hansell Tierney","  – Seattle, WA","Business Services","4.7","NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"539"," Berkadia","  – Ambler, PA","Real Estate","3.6","$67k-$103k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"540"," DuPont™ Danisco®","  – Johnston, RI",NA,"3.2","$73k-$110k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"RI"
"543"," Atlas Informatics","  – Seattle, WA","Information Technology","4.3","$85k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"545"," Concordis","  – Seattle, WA","Business Services","4.8","$85k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"546",NA," New York, NY","Information Technology","3.9","$105k-$157k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"547"," Moser Consulting Inc","  – Indianapolis, IN","Business Services","4.6","NA",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"IN"
"548",NA," Redwood City, CA",NA,"NA","$105k-$156k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"549",NA," Cincinnati, OH","Business Services","4.0","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"551"," Sandata Technologies","  – Port Washington, NY","Information Technology","2.8","$84k-$120k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY"
"552"," Newell Brands","  – Hoboken, NJ","Manufacturing","2.9","$110k-$166k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ"
"553"," GenapSys, Inc.","  – Redwood City, CA","Biotech &amp; Pharmaceuticals","3.3","$137k-$198k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"554"," NJF Global Holdings","  – New York, NY","Business Services","3.9","$76k-$122k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"555"," Stantec","  – Indianapolis, IN","Business Services","3.1","$50k-$67k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"IN"
"556"," Frame.io","  – New York, NY","Information Technology","5.0","$83k-$133k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"557"," Convoy","  – Seattle, WA","Transportation &amp; Logistics","5.0","$85k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"558",NA," Washington, DC","Finance","4.2","$68k-$101k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"559"," J. Crew","  – Arden, NC","Retail","3.8","$40k-$59k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NC"
"560"," Discovery Communications","  – New York, NY","Media","3.4","$98k-$152k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"562"," Smith Hanley Associates","  – Madison, WI","Business Services","4.2","NA",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WI"
"564"," Payette Group","  – Santa Clara, CA","Business Services","4.6","$91k-$128k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"565",NA," Cartersville, GA","Manufacturing","1.8","$38k-$49k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA"
"567"," General Assembly","  – Portland, OR","Education","3.8","$102k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"OR"
"569",NA," Towson, MD","Health Care","3.9","$74k-$130k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"570",NA,"  – Tampa, FL","Business Services","NA","$60k-$97k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"572"," Volvo Group","  – United States","Manufacturing","3.8","$88k-$133k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"es"
"575"," OwnerIQ","  – Boston, MA","Business Services","3.5","$77k-$110k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MA"
"576"," Quantifind","  – Menlo Park, CA","Information Technology","4.3","$136k-$194k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"578"," Apptopia","  – Boston, MA","Information Technology","3.0","$68k-$100k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"579"," ERGO Insurance Group","  – Princeton, NJ","Insurance","3.2","$73k-$111k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ"
"580"," Rasosolutions","  – Seattle, WA","Business Services","2.8","$95k-$140k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
